L(T-1),L(T-2),L(T-24),L(T-48),P(T-1),P(T-2),P(T-24),P(T-48),Day,Season,L(T)
4305.44,4085.65,4298.53,5476.67,12000,12000,5814.37,9624.9,0,0,4558.32
4558.32,4305.44,4126.7,4650.5,12000,12000,5995.24,6166.84,0,0,5537.7
5537.7,4558.32,3422.06,4062.4,8363.65,12000,5107.85,5598.75,0,0,5377.78
5377.78,5537.7,3011.6,3821.83,6076.34,8363.65,3808.32,4318.53,0,0,4542.13
4542.13,5377.78,3271.75,3827.6,5399.31,6076.34,3202.64,3802.74,0,0,4645.25
4645.25,4542.13,3501.23,3535.28,5466.1,5399.31,3499.12,3627.2,0,0,4648.11
4648.11,4645.25,4275.81,3152.28,5409.56,5466.1,5293.83,4399.69,0,0,4802.45
4802.45,4648.11,5775.23,4205.15,5901.85,5409.56,6081.72,4950.31,0,0,5970.04
5970.04,4802.45,7137.52,5549.15,5944.42,5901.85,5721.92,4671.72,0,0,6954.41
6954.41,5970.04,5846,4939,5556.38,5944.42,4243.76,3678.8,0,0,6099.47
6099.47,6954.41,4742.54,4369.99,4595.72,5556.38,3541.47,2686.72,0,0,5219.43
5219.43,6099.47,4173.43,3592.06,3928.88,4595.72,3052.65,2043.1,0,0,4581.74
4581.74,5219.43,4441.18,3790.86,3421.34,3928.88,2999.7,1897.82,0,0,5296.83
5296.83,4581.74,4618.47,4007.62,3399.01,3421.34,2817.72,1757.03,0,0,5519.88
5519.88,5296.83,4696.5,4233.69,3274.66,3399.01,2528.1,1698.04,0,0,5646.44
5646.44,5519.88,4695.75,3865.61,3160.41,3274.66,2907.06,1848.04,0,0,5719.25
5719.25,5646.44,4985.55,3712.85,3387.25,3160.41,3394.22,1999.31,0,0,5336.23
5336.23,5719.25,4629.98,3699.73,3443.69,3387.25,3513.87,2467.66,0,0,5108.23
5108.23,5336.23,4765.08,3386.16,3821.15,3443.69,4388.56,2817.65,0,0,4912.43
4912.43,5108.23,4879.94,3193.35,4236.42,3821.15,8717.43,3965.73,0,0,4535.62
4535.62,4912.43,4013.57,4091.43,8117.67,4236.42,12000,6631.44,0,0,4015.1
4015.1,4535.62,4067.1,4572.43,12000,8117.67,12000,8538.31,0,0,3887.35
3887.35,4015.1,4085.65,4425.08,12000,12000,12000,9439.24,0,0,4460.35
4460.35,3887.35,4305.44,4393.65,12000,12000,12000,7462.23,0,0,4947.5
4947.5,4460.35,4558.32,4298.53,12000,12000,12000,5814.37,0,0,5204.53
5204.53,4947.5,5537.7,4126.7,11874.94,12000,8363.65,5995.24,0,0,5069.83
5069.83,5204.53,5377.78,3422.06,10238.87,11874.94,6076.34,5107.85,0,0,4904.5
4904.5,5069.83,4542.13,3011.6,5979.39,10238.87,5399.31,3808.32,0,0,3975.21
3975.21,4904.5,4645.25,3271.75,4817.82,5979.39,5466.1,3202.64,0,0,3324.7
3324.7,3975.21,4648.11,3501.23,3859.29,4817.82,5409.56,3499.12,0,0,3549.28
3549.28,3324.7,4802.45,4275.81,3859.29,3859.29,5901.85,5293.83,0,0,4518.94
4518.94,3549.28,5970.04,5775.23,4766.68,3859.29,5944.42,6081.72,0,0,6380.14
6380.14,4518.94,6954.41,7137.52,5364.86,4766.68,5556.38,5721.92,0,0,7472.88
7472.88,6380.14,6099.47,5846,5132.56,5364.86,4595.72,4243.76,0,0,6188.62
6188.62,7472.88,5219.43,4742.54,3682.52,5132.56,3928.88,3541.47,0,0,5440.75
5440.75,6188.62,4581.74,4173.43,3104.76,3682.52,3421.34,3052.65,0,0,4723.45
4723.45,5440.75,5296.83,4441.18,3099.68,3104.76,3399.01,2999.7,0,0,5617.12
5617.12,4723.45,5519.88,4618.47,3000.22,3099.68,3274.66,2817.72,0,0,5499.73
5499.73,5617.12,5646.44,4696.5,2999.3,3000.22,3160.41,2528.1,0,0,5532.17
5532.17,5499.73,5719.25,4695.75,2802.41,2999.3,3387.25,2907.06,0,0,5534.18
5534.18,5532.17,5336.23,4985.55,3049.43,2802.41,3443.69,3394.22,0,0,5331.26
5331.26,5534.18,5108.23,4629.98,3145.06,3049.43,3821.15,3513.87,0,0,5221.03
5221.03,5331.26,4912.43,4765.08,3249.46,3145.06,4236.42,4388.56,0,0,5442.28
5442.28,5221.03,4535.62,4879.94,3418.61,3249.46,8117.67,8717.43,0,0,6286.91
6286.91,5442.28,4015.1,4013.57,6562.39,3418.61,12000,12000,0,0,5820.24
5820.24,6286.91,3887.35,4067.1,12000,6562.39,12000,12000,0,0,5502.1
5502.1,5820.24,4460.35,4085.65,12000,12000,12000,12000,0,0,5875.25
5875.25,5502.1,4947.5,4305.44,12000,12000,12000,12000,0,0,6169.53
6169.53,5875.25,5204.53,4558.32,11698.92,12000,11874.94,12000,0,0,5044.38
5044.38,6169.53,5069.83,5537.7,9587.22,11698.92,10238.87,8363.65,0,0,5833.97
5833.97,5044.38,4904.5,5377.78,9292.92,9587.22,5979.39,6076.34,0,0,4938.08
4938.08,5833.97,3975.21,4542.13,6119.58,9292.92,4817.82,5399.31,0,0,4459.73
4459.73,4938.08,3324.7,4645.25,5009.08,6119.58,3859.29,5466.1,0,0,4603.6
4603.6,4459.73,3549.28,4648.11,4727.03,5009.08,3859.29,5409.56,0,0,4458.08
4458.08,4603.6,4518.94,4802.45,4540.36,4727.03,4766.68,5901.85,0,0,5017.3
5017.3,4458.08,6380.14,5970.04,4952.52,4540.36,5364.86,5944.42,0,0,7116.7
7116.7,5017.3,7472.88,6954.41,6402.71,4952.52,5132.56,5556.38,0,0,8629.8
8629.8,7116.7,6188.62,6099.47,6123.09,6402.71,3682.52,4595.72,0,0,7263.57
7263.57,8629.8,5440.75,5219.43,3537.47,6123.09,3104.76,3928.88,0,0,6332.18
6332.18,7263.57,4723.45,4581.74,3099.26,3537.47,3099.68,3421.34,0,0,6200.53
6200.53,6332.18,5617.12,5296.83,3002.97,3099.26,3000.22,3399.01,0,0,6756.68
6756.68,6200.53,5499.73,5519.88,2999.41,3002.97,2999.3,3274.66,0,0,6702.5
6702.5,6756.68,5532.17,5646.44,2940.73,2999.41,2802.41,3160.41,0,0,6583.2
6583.2,6702.5,5534.18,5719.25,2935.24,2940.73,3049.43,3387.25,0,0,7252.67
7252.67,6583.2,5331.26,5336.23,3243.53,2935.24,3145.06,3443.69,0,0,7316.54
7316.54,7252.67,5221.03,5108.23,3667.49,3243.53,3249.46,3821.15,0,0,6683.62
6683.62,7316.54,5442.28,4912.43,3840.14,3667.49,3418.61,4236.42,0,0,6333.13
6333.13,6683.62,6286.91,4535.62,4410.54,3840.14,6562.39,8117.67,0,0,6196.29
6196.29,6333.13,5820.24,4015.1,8552.21,4410.54,12000,12000,0,0,5109.8
5109.8,6196.29,5502.1,3887.35,12000,8552.21,12000,12000,0,0,4545.25
4545.25,5109.8,5875.25,4460.35,12000,12000,12000,12000,0,0,4787.3
4787.3,4545.25,6169.53,4947.5,12000,12000,11698.92,12000,0,0,5411.32
5411.32,4787.3,5044.38,5204.53,12000,12000,9587.22,11874.94,0,0,5958.35
5958.35,5411.32,5833.97,5069.83,12000,12000,9292.92,10238.87,0,0,4766.98
4766.98,5958.35,4938.08,4904.5,6747.15,12000,6119.58,5979.39,0,0,4162.61
4162.61,4766.98,4459.73,3975.21,4727.28,6747.15,5009.08,4817.82,0,0,3928.37
3928.37,4162.61,4603.6,3324.7,3894.72,4727.28,4727.03,3859.29,0,0,3820.67
3820.67,3928.37,4458.08,3549.28,3516.5,3894.72,4540.36,3859.29,0,0,4114.99
4114.99,3820.67,5017.3,4518.94,3707.33,3516.5,4952.52,4766.68,0,0,4880.32
4880.32,4114.99,7116.7,6380.14,4403.36,3707.33,6402.71,5364.86,0,0,6808.31
6808.31,4880.32,8629.8,7472.88,5704.6,4403.36,6123.09,5132.56,0,0,7980.93
7980.93,6808.31,7263.57,6188.62,5228.48,5704.6,3537.47,3682.52,0,0,6360.69
6360.69,7980.93,6332.18,5440.75,3623.53,5228.48,3099.26,3104.76,0,0,5762.36
5762.36,6360.69,6200.53,4723.45,3191.7,3623.53,3002.97,3099.68,0,0,4607.28
4607.28,5762.36,6756.68,5617.12,3088.53,3191.7,2999.41,3000.22,0,0,5016.85
5016.85,4607.28,6702.5,5499.73,3060.83,3088.53,2940.73,2999.3,0,0,5009.27
5009.27,5016.85,6583.2,5532.17,3072.15,3060.83,2935.24,2802.41,0,0,5150.3
5150.3,5009.27,7252.67,5534.18,3040.18,3072.15,3243.53,3049.43,0,0,5778.43
5778.43,5150.3,7316.54,5331.26,3444.47,3040.18,3667.49,3145.06,0,0,5621.84
5621.84,5778.43,6683.62,5221.03,3802.95,3444.47,3840.14,3249.46,0,0,5008.39
5008.39,5621.84,6333.13,5442.28,3979.43,3802.95,4410.54,3418.61,0,0,3617.66
3617.66,5008.39,6196.29,6286.91,3697.51,3979.43,8552.21,6562.39,0,0,4382
4382,3617.66,5109.8,5820.24,7100.21,3697.51,12000,12000,0,0,3687.67
3687.67,4382,4545.25,5502.1,12000,7100.21,12000,12000,0,0,3652.1
3652.1,3687.67,4787.3,5875.25,12000,12000,12000,12000,0,0,3819.3
3819.3,3652.1,5411.32,6169.53,12000,12000,12000,11698.92,0,0,4263.93
4263.93,3819.3,5958.35,5044.38,12000,12000,12000,9587.22,0,0,4545.98
4545.98,4263.93,4766.98,5833.97,11287.92,12000,6747.15,9292.92,0,0,3495.38
3495.38,4545.98,4162.61,4938.08,5509.5,11287.92,4727.28,6119.58,0,0,2941.98
2941.98,3495.38,3928.37,4459.73,4700.72,5509.5,3894.72,5009.08,0,0,3067.41
3067.41,2941.98,3820.67,4603.6,4075.14,4700.72,3516.5,4727.03,0,0,3012.3
3012.3,3067.41,4114.99,4458.08,3618.18,4075.14,3707.33,4540.36,0,0,3834.18
3834.18,3012.3,4880.32,5017.3,4072.1,3618.18,4403.36,4952.52,0,0,4336.04
4336.04,3834.18,6808.31,7116.7,4764.6,4072.1,5704.6,6402.71,0,0,5871.83
5871.83,4336.04,7980.93,8629.8,6315.8,4764.6,5228.48,6123.09,0,0,7300
7300,5871.83,6360.69,7263.57,6125.21,6315.8,3623.53,3537.47,0,0,5981.71
5981.71,7300,5762.36,6332.18,4120.99,6125.21,3191.7,3099.26,0,0,5114.87
5114.87,5981.71,4607.28,6200.53,3617.65,4120.99,3088.53,3002.97,0,0,4530.63
4530.63,5114.87,5016.85,6756.68,3502.07,3617.65,3060.83,2999.41,0,0,5032.18
5032.18,4530.63,5009.27,6702.5,3504.6,3502.07,3072.15,2940.73,0,0,5109.35
5109.35,5032.18,5150.3,6583.2,3299.34,3504.6,3040.18,2935.24,0,0,4883.37
4883.37,5109.35,5778.43,7252.67,3172.53,3299.34,3444.47,3243.53,0,0,5009.75
5009.75,4883.37,5621.84,7316.54,3599.66,3172.53,3802.95,3667.49,0,0,4708.35
4708.35,5009.75,5008.39,6683.62,4162.55,3599.66,3979.43,3840.14,0,0,4471.6
4471.6,4708.35,3617.66,6333.13,4025.14,4162.55,3697.51,4410.54,0,0,4041.45
4041.45,4471.6,4382,6196.29,3867.38,4025.14,7100.21,8552.21,0,0,4329.57
4329.57,4041.45,3687.67,5109.8,7015.18,3867.38,12000,12000,0,0,3795.43
3795.43,4329.57,3652.1,4545.25,12000,7015.18,12000,12000,0,0,4014.5
4014.5,3795.43,3819.3,4787.3,12000,12000,12000,12000,0,0,4225.6
4225.6,4014.5,4263.93,5411.32,10569.6,12000,12000,12000,0,0,4203.6
4203.6,4225.6,4545.98,5958.35,8877.75,10569.6,11287.92,12000,0,0,4194.12
4194.12,4203.6,3495.38,4766.98,7512.07,8877.75,5509.5,6747.15,1,0,3771.53
3771.53,4194.12,2941.98,4162.61,4952.19,7512.07,4700.72,4727.28,1,0,3260.26
3260.26,3771.53,3067.41,3928.37,4423.51,4952.19,4075.14,3894.72,1,0,3302.78
3302.78,3260.26,3012.3,3820.67,3724.05,4423.51,3618.18,3516.5,1,0,3254.2
3254.2,3302.78,3834.18,4114.99,3630.83,3724.05,4072.1,3707.33,1,0,3735.13
3735.13,3254.2,4336.04,4880.32,3674.08,3630.83,4764.6,4403.36,1,0,3967.39
3967.39,3735.13,5871.83,6808.31,4814.18,3674.08,6315.8,5704.6,1,0,5045.55
5045.55,3967.39,7300,7980.93,5570.97,4814.18,6125.21,5228.48,1,0,5933.8
5933.8,5045.55,5981.71,6360.69,4830.99,5570.97,4120.99,3623.53,1,0,4750.28
4750.28,5933.8,5114.87,5762.36,3538.6,4830.99,3617.65,3191.7,1,0,3926.64
3926.64,4750.28,4530.63,4607.28,3004.86,3538.6,3502.07,3088.53,1,0,3897.75
3897.75,3926.64,5032.18,5016.85,2720.35,3004.86,3504.6,3060.83,1,0,3944.13
3944.13,3897.75,5109.35,5009.27,2474.68,2720.35,3299.34,3072.15,1,0,3816.7
3816.7,3944.13,4883.37,5150.3,1999.15,2474.68,3172.53,3040.18,1,0,3754.58
3754.58,3816.7,5009.75,5778.43,1996.77,1999.15,3599.66,3444.47,1,0,3784.18
3784.18,3754.58,4708.35,5621.84,2024.5,1996.77,4162.55,3802.95,1,0,3820.73
3820.73,3784.18,4471.6,5008.39,2724.85,2024.5,4025.14,3979.43,1,0,3595.85
3595.85,3820.73,4041.45,3617.66,3117.28,2724.85,3867.38,3697.51,1,0,3349.75
3349.75,3595.85,4329.57,4382,3214.83,3117.28,7015.18,7100.21,1,0,3302.26
3302.26,3349.75,3795.43,3687.67,4283.92,3214.83,12000,12000,1,0,3715.51
3715.51,3302.26,4014.5,3652.1,7000.35,4283.92,12000,12000,1,0,3843.09
3843.09,3715.51,4225.6,3819.3,6997.09,7000.35,10569.6,12000,1,0,3737.85
3737.85,3843.09,4203.6,4263.93,6996.99,6997.09,8877.75,12000,1,0,3208.35
3208.35,3737.85,4194.12,4545.98,6229.17,6996.99,7512.07,11287.92,1,0,3059.2
3059.2,3208.35,3771.53,3495.38,5537.12,6229.17,4952.19,5509.5,0,0,2201.98
2201.98,3059.2,3260.26,2941.98,4020.13,5537.12,4423.51,4700.72,0,0,2122.25
2122.25,2201.98,3302.78,3067.41,3295.53,4020.13,3724.05,4075.14,0,0,2068.23
2068.23,2122.25,3254.2,3012.3,3101.14,3295.53,3630.83,3618.18,0,0,2319.15
2319.15,2068.23,3735.13,3834.18,3025.7,3101.14,3674.08,4072.1,0,0,2391.22
2391.22,2319.15,3967.39,4336.04,3000.78,3025.7,4814.18,4764.6,0,0,2854.19
2854.19,2391.22,5045.55,5871.83,3797.39,3000.78,5570.97,6315.8,0,0,5084.59
5084.59,2854.19,5933.8,7300,5431.25,3797.39,4830.99,6125.21,0,0,6549.42
6549.42,5084.59,4750.28,5981.71,5931.84,5431.25,3538.6,4120.99,0,0,5457.78
5457.78,6549.42,3926.64,5114.87,3999.36,5931.84,3004.86,3617.65,0,0,4764.38
4764.38,5457.78,3897.75,4530.63,3514.95,3999.36,2720.35,3502.07,0,0,4360.88
4360.88,4764.38,3944.13,5032.18,3480.88,3514.95,2474.68,3504.6,0,0,4420.73
4420.73,4360.88,3816.7,5109.35,3379.59,3480.88,1999.15,3299.34,0,0,4228.22
4228.22,4420.73,3754.58,4883.37,3217.14,3379.59,1996.77,3172.53,0,0,4134.18
4134.18,4228.22,3784.18,5009.75,3123.75,3217.14,2024.5,3599.66,0,0,4396.7
4396.7,4134.18,3820.73,4708.35,3423.14,3123.75,2724.85,4162.55,0,0,4763.64
4763.64,4396.7,3595.85,4471.6,3942.17,3423.14,3117.28,4025.14,0,0,4837.68
4837.68,4763.64,3349.75,4041.45,4023.17,3942.17,3214.83,3867.38,0,0,3806.13
3806.13,4837.68,3302.26,4329.57,3819.97,4023.17,4283.92,7015.18,0,0,4134.2
4134.2,3806.13,3715.51,3795.43,6015.62,3819.97,7000.35,12000,0,0,3542.27
3542.27,4134.2,3843.09,4014.5,9725.54,6015.62,6997.09,12000,0,0,3510
3510,3542.27,3737.85,4225.6,9304.63,9725.54,6996.99,10569.6,0,0,3412.46
3412.46,3510,3208.35,4203.6,9610.77,9304.63,6229.17,8877.75,0,0,3532.15
3532.15,3412.46,3059.2,4194.12,7925.27,9610.77,5537.12,7512.07,0,0,3013.03
3013.03,3532.15,2201.98,3771.53,6108.51,7925.27,4020.13,4952.19,0,0,2758.49
2758.49,3013.03,2122.25,3260.26,4848.47,6108.51,3295.53,4423.51,0,0,2574.48
2574.48,2758.49,2068.23,3302.78,4400.53,4848.47,3101.14,3724.05,0,0,2534.22
2534.22,2574.48,2319.15,3254.2,3642.92,4400.53,3025.7,3630.83,0,0,2575.56
2575.56,2534.22,2391.22,3735.13,3676.89,3642.92,3000.78,3674.08,0,0,2790.7
2790.7,2575.56,2854.19,3967.39,3440.69,3676.89,3797.39,4814.18,0,0,3719.36
3719.36,2790.7,5084.59,5045.55,4579.58,3440.69,5431.25,5570.97,0,0,5856.91
5856.91,3719.36,6549.42,5933.8,5832.06,4579.58,5931.84,4830.99,0,0,7678.46
7678.46,5856.91,5457.78,4750.28,6427.86,5832.06,3999.36,3538.6,0,0,6743.39
6743.39,7678.46,4764.38,3926.64,4428.38,6427.86,3514.95,3004.86,0,0,5879.3
5879.3,6743.39,4360.88,3897.75,3861.18,4428.38,3480.88,2720.35,0,0,5459.4
5459.4,5879.3,4420.73,3944.13,3971.26,3861.18,3379.59,2474.68,0,0,5263.8
5263.8,5459.4,4228.22,3816.7,3872.31,3971.26,3217.14,1999.15,0,0,5254.85
5254.85,5263.8,4134.18,3754.58,3849.17,3872.31,3123.75,1996.77,0,0,4997.89
4997.89,5254.85,4396.7,3784.18,3650.34,3849.17,3423.14,2024.5,0,0,5483.48
5483.48,4997.89,4763.64,3820.73,4257.4,3650.34,3942.17,2724.85,0,0,6129.05
6129.05,5483.48,4837.68,3595.85,5212.15,4257.4,4023.17,3117.28,0,0,6581.5
6581.5,6129.05,3806.13,3349.75,5701.75,5212.15,3819.97,3214.83,0,0,5903.25
5903.25,6581.5,4134.2,3302.26,4778.83,5701.75,6015.62,4283.92,0,0,5473.66
5473.66,5903.25,3542.27,3715.51,9034.97,4778.83,9725.54,7000.35,0,0,3963.77
3963.77,5473.66,3510,3843.09,12000,9034.97,9304.63,6997.09,0,0,4112.17
4112.17,3963.77,3412.46,3737.85,12000,12000,9610.77,6996.99,0,0,4327.64
4327.64,4112.17,3532.15,3208.35,12000,12000,7925.27,6229.17,0,0,4724.73
4724.73,4327.64,3013.03,3059.2,12000,12000,6108.51,5537.12,0,0,4238.38
4238.38,4724.73,2758.49,2201.98,8811.09,12000,4848.47,4020.13,0,0,3880.9
3880.9,4238.38,2574.48,2122.25,5598.37,8811.09,4400.53,3295.53,0,0,3325.1
3325.1,3880.9,2534.22,2068.23,4306.61,5598.37,3642.92,3101.14,0,0,2892.7
2892.7,3325.1,2575.56,2319.15,3537.28,4306.61,3676.89,3025.7,0,0,2793.28
2793.28,2892.7,2790.7,2391.22,3336.66,3537.28,3440.69,3000.78,0,0,3461.42
3461.42,2793.28,3719.36,2854.19,3516.87,3336.66,4579.58,3797.39,0,0,4922.41
4922.41,3461.42,5856.91,5084.59,4900.42,3516.87,5832.06,5431.25,0,0,7264.61
7264.61,4922.41,7678.46,6549.42,6364.59,4900.42,6427.86,5931.84,0,0,9080.34
9080.34,7264.61,6743.39,5457.78,6170.72,6364.59,4428.38,3999.36,0,0,8284.21
8284.21,9080.34,5879.3,4764.38,4419.76,6170.72,3861.18,3514.95,0,0,6610.05
6610.05,8284.21,5459.4,4360.88,3767.37,4419.76,3971.26,3480.88,0,0,5160.42
5160.42,6610.05,5263.8,4420.73,3474.01,3767.37,3872.31,3379.59,0,0,4879.53
4879.53,5160.42,5254.85,4228.22,3199.99,3474.01,3849.17,3217.14,0,0,4674.77
4674.77,4879.53,4997.89,4134.18,3032.26,3199.99,3650.34,3123.75,0,0,4711.84
4711.84,4674.77,5483.48,4396.7,3040.4,3032.26,4257.4,3423.14,0,0,5001.16
5001.16,4711.84,6129.05,4763.64,3240.49,3040.4,5212.15,3942.17,0,0,5535.21
5535.21,5001.16,6581.5,4837.68,4317.18,3240.49,5701.75,4023.17,0,0,6270.32
6270.32,5535.21,5903.25,3806.13,5274.58,4317.18,4778.83,3819.97,0,0,5901.56
5901.56,6270.32,5473.66,4134.2,5705.28,5274.58,9034.97,6015.62,0,0,5730.14
5730.14,5901.56,3963.77,3542.27,9597.28,5705.28,12000,9725.54,0,0,4122.07
4122.07,5730.14,4112.17,3510,12000,9597.28,12000,9304.63,0,0,4007.6
4007.6,4122.07,4327.64,3412.46,12000,12000,12000,9610.77,0,0,3948.3
3948.3,4007.6,4724.73,3532.15,12000,12000,12000,7925.27,0,0,4312.17
4312.17,3948.3,4238.38,3013.03,12000,12000,8811.09,6108.51,0,0,4232.29
4232.29,4312.17,3880.9,2758.49,9384.1,12000,5598.37,4848.47,0,0,5672.94
5672.94,4232.29,3325.1,2574.48,5912.15,9384.1,4306.61,4400.53,0,0,5744.34
5744.34,5672.94,2892.7,2534.22,5388.54,5912.15,3537.28,3642.92,0,0,5157.25
5157.25,5744.34,2793.28,2575.56,4513.21,5388.54,3336.66,3676.89,0,0,4656.86
4656.86,5157.25,3461.42,2790.7,3617.51,4513.21,3516.87,3440.69,0,0,5100.71
5100.71,4656.86,4922.41,3719.36,3565.77,3617.51,4900.42,4579.58,0,0,6797.62
6797.62,5100.71,7264.61,5856.91,4945.82,3565.77,6364.59,5832.06,0,0,9338.69
9338.69,6797.62,9080.34,7678.46,6839.4,4945.82,6170.72,6427.86,0,0,10849.22
10849.22,9338.69,8284.21,6743.39,7189.09,6839.4,4419.76,4428.38,0,0,9489.3
9489.3,10849.22,6610.05,5879.3,4110.74,7189.09,3767.37,3861.18,0,0,8134.6
8134.6,9489.3,5160.42,5459.4,3798.12,4110.74,3474.01,3971.26,0,0,7203.73
7203.73,8134.6,4879.53,5263.8,3809.7,3798.12,3199.99,3872.31,0,0,7192.37
7192.37,7203.73,4674.77,5254.85,3537.22,3809.7,3032.26,3849.17,0,0,7087.35
7087.35,7192.37,4711.84,4997.89,3481.17,3537.22,3040.4,3650.34,0,0,6604.01
6604.01,7087.35,5001.16,5483.48,3275.03,3481.17,3240.49,4257.4,0,0,6732.14
6732.14,6604.01,5535.21,6129.05,3330.76,3275.03,4317.18,5212.15,0,0,7221.73
7221.73,6732.14,6270.32,6581.5,4755.77,3330.76,5274.58,5701.75,0,0,7550.63
7550.63,7221.73,5901.56,5903.25,4974.44,4755.77,5705.28,4778.83,0,0,7485.33
7485.33,7550.63,5730.14,5473.66,5515.46,4974.44,9597.28,9034.97,0,0,7078.48
7078.48,7485.33,4122.07,3963.77,10629.03,5515.46,12000,12000,0,0,5058.69
5058.69,7078.48,4007.6,4112.17,12000,10629.03,12000,12000,0,0,4366.22
4366.22,5058.69,3948.3,4327.64,12000,12000,12000,12000,0,0,4375.94
4375.94,4366.22,4312.17,4724.73,12000,12000,12000,12000,0,0,4975.2
4975.2,4375.94,4232.29,4238.38,12000,12000,9384.1,8811.09,0,0,5991.15
5991.15,4975.2,5672.94,3880.9,12000,12000,5912.15,5598.37,0,0,5576.38
5576.38,5991.15,5744.34,3325.1,6664.87,12000,5388.54,4306.61,0,0,5713.68
5713.68,5576.38,5157.25,2892.7,5697.62,6664.87,4513.21,3537.28,0,0,4791.85
4791.85,5713.68,4656.86,2793.28,5391.84,5697.62,3617.51,3336.66,0,0,4533.6
4533.6,4791.85,5100.71,3461.42,5044.73,5391.84,3565.77,3516.87,0,0,4787.43
4787.43,4533.6,6797.62,4922.41,4744.7,5044.73,4945.82,4900.42,0,0,6477.05
6477.05,4787.43,9338.69,7264.61,5189.17,4744.7,6839.4,6364.59,0,0,8550.75
8550.75,6477.05,10849.22,9080.34,6300.25,5189.17,7189.09,6170.72,0,0,9185.5
9185.5,8550.75,9489.3,8284.21,7259.97,6300.25,4110.74,4419.76,0,0,7999.17
7999.17,9185.5,8134.6,6610.05,4354.67,7259.97,3798.12,3767.37,0,0,7562.98
7562.98,7999.17,7203.73,5160.42,3879.71,4354.67,3809.7,3474.01,0,0,6446.03
6446.03,7562.98,7192.37,4879.53,3836.19,3879.71,3537.22,3199.99,0,0,6620.93
6620.93,6446.03,7087.35,4674.77,3767.33,3836.19,3481.17,3032.26,0,0,6567.13
6567.13,6620.93,6604.01,4711.84,3720.26,3767.33,3275.03,3040.4,0,0,6614.83
6614.83,6567.13,6732.14,5001.16,3711.77,3720.26,3330.76,3240.49,0,0,6521.88
6521.88,6614.83,7221.73,5535.21,3838.12,3711.77,4755.77,4317.18,0,0,7046.93
7046.93,6521.88,7550.63,6270.32,5737.22,3838.12,4974.44,5274.58,0,0,7756.57
7756.57,7046.93,7485.33,5901.56,5869.43,5737.22,5515.46,5705.28,0,0,6971.28
6971.28,7756.57,7078.48,5730.14,6734.73,5869.43,10629.03,9597.28,0,0,6161.55
6161.55,6971.28,5058.69,4122.07,11775.37,6734.73,12000,12000,0,0,3765.42
3765.42,6161.55,4366.22,4007.6,12000,11775.37,12000,12000,0,0,3537.54
3537.54,3765.42,4375.94,3948.3,12000,12000,12000,12000,0,0,3593.37
3593.37,3537.54,4975.2,4312.17,12000,12000,12000,12000,0,0,3927.35
3927.35,3593.37,5991.15,4232.29,12000,12000,12000,9384.1,0,0,4912.64
4912.64,3927.35,5576.38,5672.94,12000,12000,6664.87,5912.15,0,0,6005.65
6005.65,4912.64,5713.68,5744.34,9741.18,12000,5697.62,5388.54,0,0,6385.45
6385.45,6005.65,4791.85,5157.25,7496.07,9741.18,5391.84,4513.21,0,0,5927.86
5927.86,6385.45,4533.6,4656.86,6357.28,7496.07,5044.73,3617.51,0,0,5600.99
5600.99,5927.86,4787.43,5100.71,5969.07,6357.28,4744.7,3565.77,0,0,6011.22
6011.22,5600.99,6477.05,6797.62,5989.01,5969.07,5189.17,4945.82,0,0,6469.24
6469.24,6011.22,8550.75,9338.69,6866.09,5989.01,6300.25,6839.4,0,0,7368.37
7368.37,6469.24,9185.5,10849.22,8407.82,6866.09,7259.97,7189.09,0,0,8372.67
8372.67,7368.37,7999.17,9489.3,9934.95,8407.82,4354.67,4110.74,0,0,8517.55
8517.55,8372.67,7562.98,8134.6,5583.38,9934.95,3879.71,3798.12,0,0,8059.15
8059.15,8517.55,6446.03,7203.73,5197.04,5583.38,3836.19,3809.7,0,0,7400.05
7400.05,8059.15,6620.93,7192.37,4831.91,5197.04,3767.33,3537.22,0,0,7222.25
7222.25,7400.05,6567.13,7087.35,4020.43,4831.91,3720.26,3481.17,0,0,7039.1
7039.1,7222.25,6614.83,6604.01,3720.59,4020.43,3711.77,3275.03,0,0,7020.4
7020.4,7039.1,6521.88,6732.14,3719.08,3720.59,3838.12,3330.76,0,0,7132.63
7132.63,7020.4,7046.93,7221.73,4071.73,3719.08,5737.22,4755.77,0,0,8162.6
8162.6,7132.63,7756.57,7550.63,5319.58,4071.73,5869.43,4974.44,0,0,8223.88
8223.88,8162.6,6971.28,7485.33,5579.75,5319.58,6734.73,5515.46,0,0,6632.28
6632.28,8223.88,6161.55,7078.48,4904.31,5579.75,11775.37,10629.03,0,0,6242.7
6242.7,6632.28,3765.42,5058.69,12000,4904.31,12000,12000,0,0,3387.83
3387.83,6242.7,3537.54,4366.22,12000,12000,12000,12000,0,0,3488.94
3488.94,3387.83,3593.37,4375.94,12000,12000,12000,12000,0,0,3958.25
3958.25,3488.94,3927.35,4975.2,12000,12000,12000,12000,0,0,4582.02
4582.02,3958.25,4912.64,5991.15,12000,12000,12000,12000,0,0,5081.65
5081.65,4582.02,6005.65,5576.38,12000,12000,9741.18,6664.87,1,0,5242.5
5242.5,5081.65,6385.45,5713.68,4899.02,12000,7496.07,5697.62,1,0,5129.22
5129.22,5242.5,5927.86,4791.85,4399.76,4899.02,6357.28,5391.84,1,0,4628.08
