L(T-1),L(T-2),L(T-24),L(T-48),P(T-1),P(T-2),P(T-24),P(T-48),Day,Season,L(T)
6395.47,7358.3,7917.22,9281.08,3972.79,3541.82,4029.34,3864.14,0,1,6224.46
6224.46,6395.47,7487.39,8750.05,3477.22,3972.79,3649.67,3622.81,0,1,5956.81
5956.81,6224.46,7636.63,8403.13,3400.43,3477.22,3452.24,3472.07,0,1,5991.3
5991.3,5956.81,8098.76,8838.98,3339.78,3400.43,3447.12,3466.57,0,1,6641.63
6641.63,5991.3,9561.13,10277.39,3352.25,3339.78,3483.64,3482.33,0,1,8307.4
8307.4,6641.63,11679.02,11844.21,3472.08,3352.25,3837.37,3988.47,0,1,10139.56
10139.56,8307.4,11672.79,11795.05,3679.88,3472.08,3592.94,3867.88,0,1,10836.76
10836.76,10139.56,9445.63,10104.58,4303.69,3679.88,3309.72,3489.32,0,1,9095.88
9095.88,10836.76,8041.05,8057.03,3522.06,4303.69,3274.41,3411.68,0,1,7558.3
7558.3,9095.88,7916.95,7895.58,3669.73,3522.06,3055.01,3193.48,0,1,6982.99
6982.99,7558.3,8075.45,8345.75,3441.18,3669.73,2924.85,3024.69,0,1,6952.7
6952.7,6982.99,7843.45,8317.95,3090.01,3441.18,2746.89,2936.87,0,1,7067.1
7067.1,6952.7,7827.13,8660.95,2995.87,3090.01,2578.55,2865,0,1,6971.23
6971.23,7067.1,8877.35,10282.8,2777.86,2995.87,2905.36,3065.63,0,1,8004.08
8004.08,6971.23,9989.58,11234.99,3042.82,2777.86,3286.62,3527.34,0,1,9552.43
9552.43,8004.08,9637.29,11101.48,3469.9,3042.82,3325,3827.46,0,1,10264.55
10264.55,9552.43,8626.45,10477.78,3649.61,3469.9,3279.78,4209.59,0,1,9431.5
9431.5,10264.55,7472.18,9284.13,3777.31,3649.61,3394.61,4062.67,0,1,8723.42
8723.42,9431.5,7779.63,9226.63,4632.05,3777.31,3453.81,4265.11,0,1,8850.5
8850.5,8723.42,7887.2,9417.1,5298.51,4632.05,3351.92,4221.76,0,1,9165.76
9165.76,8850.5,8032.63,9788.63,4688.32,5298.51,3783.96,4787.85,0,1,9173.7
9173.7,9165.76,7471.12,9424.8,5389.45,4688.32,3493.37,5862.91,0,1,8304.23
8304.23,9173.7,7358.3,9446.25,5436.85,5389.45,3541.82,6430.43,0,1,7649.65
7649.65,8304.23,6395.47,8106.78,4413.72,5436.85,3972.79,4398.82,0,1,6878.75
6878.75,7649.65,6224.46,7917.22,4126.53,4413.72,3477.22,4029.34,0,1,6935.64
6935.64,6878.75,5956.81,7487.39,3542.68,4126.53,3400.43,3649.67,0,1,6604.58
6604.58,6935.64,5991.3,7636.63,3388.61,3542.68,3339.78,3452.24,0,1,6541.33
6541.33,6604.58,6641.63,8098.76,3307.28,3388.61,3352.25,3447.12,0,1,6812.23
6812.23,6541.33,8307.4,9561.13,3352.89,3307.28,3472.08,3483.64,0,1,8369.38
8369.38,6812.23,10139.56,11679.02,3429.51,3352.89,3679.88,3837.37,0,1,9680.38
9680.38,8369.38,10836.76,11672.79,3954.49,3429.51,4303.69,3592.94,0,1,9425.5
9425.5,9680.38,9095.88,9445.63,3536.12,3954.49,3522.06,3309.72,0,1,7402.6
7402.6,9425.5,7558.3,8041.05,3292.06,3536.12,3669.73,3274.41,0,1,6451.24
6451.24,7402.6,6982.99,7916.95,3436.64,3292.06,3441.18,3055.01,0,1,6607.53
6607.53,6451.24,6952.7,8075.45,3220.71,3436.64,3090.01,2924.85,0,1,7235.43
7235.43,6607.53,7067.1,7843.45,3024.72,3220.71,2995.87,2746.89,0,1,7309.78
7309.78,7235.43,6971.23,7827.13,2887.28,3024.72,2777.86,2578.55,0,1,6796.85
6796.85,7309.78,8004.08,8877.35,2695.04,2887.28,3042.82,2905.36,0,1,7817.58
7817.58,6796.85,9552.43,9989.58,3023.33,2695.04,3469.9,3286.62,0,1,9184.98
9184.98,7817.58,10264.55,9637.29,3494.73,3023.33,3649.61,3325,0,1,9807.35
9807.35,9184.98,9431.5,8626.45,3770.19,3494.73,3777.31,3279.78,0,1,9225.68
9225.68,9807.35,8723.42,7472.18,3662.84,3770.19,4632.05,3394.61,0,1,8740.84
8740.84,9225.68,8850.5,7779.63,4532.27,3662.84,5298.51,3453.81,0,1,8572.07
8572.07,8740.84,9165.76,7887.2,4897.2,4532.27,4688.32,3351.92,0,1,8312.13
8312.13,8572.07,9173.7,8032.63,4447.31,4897.2,5389.45,3783.96,0,1,8720.47
8720.47,8312.13,8304.23,7471.12,4794.6,4447.31,5436.85,3493.37,0,1,8411.9
8411.9,8720.47,7649.65,7358.3,5429.9,4794.6,4413.72,3541.82,0,1,7405.45
7405.45,8411.9,6878.75,6395.47,6302.79,5429.9,4126.53,3972.79,0,1,6603.59
6603.59,7405.45,6935.64,6224.46,5600.29,6302.79,3542.68,3477.22,0,1,6121.68
6121.68,6603.59,6604.58,5956.81,4410.66,5600.29,3388.61,3400.43,0,1,6275.25
6275.25,6121.68,6541.33,5991.3,3701.07,4410.66,3307.28,3339.78,0,1,5823.33
5823.33,6275.25,6812.23,6641.63,3387.64,3701.07,3352.89,3352.25,0,1,6529.22
6529.22,5823.33,8369.38,8307.4,3573.18,3387.64,3429.51,3472.08,0,1,8279.41
8279.41,6529.22,9680.38,10139.56,3850.52,3573.18,3954.49,3679.88,0,1,9537.34
9537.34,8279.41,9425.5,10836.76,3903.86,3850.52,3536.12,4303.69,0,1,9798.06
9798.06,9537.34,7402.6,9095.88,3732.38,3903.86,3292.06,3522.06,0,1,7789.56
7789.56,9798.06,6451.24,7558.3,3044.83,3732.38,3436.64,3669.73,0,1,6485.44
6485.44,7789.56,6607.53,6982.99,3508.55,3044.83,3220.71,3441.18,0,1,6403.87
6403.87,6485.44,7235.43,6952.7,3376.42,3508.55,3024.72,3090.01,0,1,7267.03
7267.03,6403.87,7309.78,7067.1,3020.4,3376.42,2887.28,2995.87,0,1,7106.45
7106.45,7267.03,6796.85,6971.23,2686.23,3020.4,2695.04,2777.86,0,1,6751.1
6751.1,7106.45,7817.58,8004.08,2546.7,2686.23,3023.33,3042.82,0,1,7833.55
7833.55,6751.1,9184.98,9552.43,2733.23,2546.7,3494.73,3469.9,0,1,9106.98
9106.98,7833.55,9807.35,10264.55,3186.55,2733.23,3770.19,3649.61,0,1,9644.28
9644.28,9106.98,9225.68,9431.5,3359.86,3186.55,3662.84,3777.31,0,1,8381.18
8381.18,9644.28,8740.84,8723.42,3085.58,3359.86,4532.27,4632.05,0,1,7976.59
7976.59,8381.18,8572.07,8850.5,3758.37,3085.58,4897.2,5298.51,0,1,7640.27
7640.27,7976.59,8312.13,9165.76,4237.12,3758.37,4447.31,4688.32,0,1,7730.02
7730.02,7640.27,8720.47,9173.7,4496.84,4237.12,4794.6,5389.45,0,1,8232.59
8232.59,7730.02,8411.9,8304.23,5430.01,4496.84,5429.9,5436.85,0,1,8190.2
8190.2,8232.59,7405.45,7649.65,5544.77,5430.01,6302.79,4413.72,0,1,7405.43
7405.43,8190.2,6603.59,6878.75,4868.73,5544.77,5600.29,4126.53,0,1,7289.7
7289.7,7405.43,6121.68,6935.64,4691.24,4868.73,4410.66,3542.68,0,1,6390.34
6390.34,7289.7,6275.25,6604.58,3947.8,4691.24,3701.07,3388.61,0,1,6498.03
6498.03,6390.34,5823.33,6541.33,3643.88,3947.8,3387.64,3307.28,0,1,6120.31
6120.31,6498.03,6529.22,6812.23,3520.69,3643.88,3573.18,3352.89,0,1,6359.25
6359.25,6120.31,8279.41,8369.38,3495.13,3520.69,3850.52,3429.51,0,1,7689.05
7689.05,6359.25,9537.34,9680.38,3661.29,3495.13,3903.86,3954.49,0,1,9031.28
9031.28,7689.05,9798.06,9425.5,3798.5,3661.29,3732.38,3536.12,0,1,9059.86
9059.86,9031.28,7789.56,7402.6,3299.71,3798.5,3044.83,3292.06,0,1,7360.43
7360.43,9059.86,6485.44,6451.24,3224.16,3299.71,3508.55,3436.64,0,1,6217.03
6217.03,7360.43,6403.87,6607.53,3377.6,3224.16,3376.42,3220.71,0,1,5669.9
5669.9,6217.03,7267.03,7235.43,3280.83,3377.6,3020.4,3024.72,0,1,6505.65
6505.65,5669.9,7106.45,7309.78,3053.59,3280.83,2686.23,2887.28,0,1,6406.28
6406.28,6505.65,6751.1,6796.85,2812.08,3053.59,2546.7,2695.04,0,1,6076.3
6076.3,6406.28,7833.55,7817.58,2546.54,2812.08,2733.23,3023.33,0,1,7635.23
7635.23,6076.3,9106.98,9184.98,2852.8,2546.54,3186.55,3494.73,0,1,8677.5
8677.5,7635.23,9644.28,9807.35,3255.77,2852.8,3359.86,3770.19,0,1,8725.5
8725.5,8677.5,8381.18,9225.68,3177.27,3255.77,3085.58,3662.84,0,1,8432.58
8432.58,8725.5,7976.59,8740.84,3400.48,3177.27,3758.37,4532.27,0,1,8250.51
8250.51,8432.58,7640.27,8572.07,4044.35,3400.48,4237.12,4897.2,0,1,8165.78
8165.78,8250.51,7730.02,8312.13,4719.63,4044.35,4496.84,4447.31,0,1,8179.43
8179.43,8165.78,8232.59,8720.47,4511.16,4719.63,5430.01,4794.6,0,1,8602.42
8602.42,8179.43,8190.2,8411.9,5950.01,4511.16,5544.77,5429.9,0,1,8083.9
8083.9,8602.42,7405.43,7405.45,6238.12,5950.01,4868.73,6302.79,0,1,7304.4
7304.4,8083.9,7289.7,6603.59,6900.3,6238.12,4691.24,5600.29,0,1,7632.08
7632.08,7304.4,6390.34,6121.68,4210.41,6900.3,3947.8,4410.66,0,1,6447.85
6447.85,7632.08,6498.03,6275.25,3592.22,4210.41,3643.88,3701.07,0,1,6259.78
6259.78,6447.85,6120.31,5823.33,3435.9,3592.22,3520.69,3387.64,0,1,5955.09
5955.09,6259.78,6359.25,6529.22,3401.91,3435.9,3495.13,3573.18,0,1,6229.28
6229.28,5955.09,7689.05,8279.41,3480.94,3401.91,3661.29,3850.52,0,1,6530.83
6530.83,6229.28,9031.28,9537.34,3418.08,3480.94,3798.5,3903.86,0,1,7779.38
7779.38,6530.83,9059.86,9798.06,3291.97,3418.08,3299.71,3732.38,0,1,8278.15
8278.15,7779.38,7360.43,7789.56,3025,3291.97,3224.16,3044.83,0,1,6890.35
6890.35,8278.15,6217.03,6485.44,2906.51,3025,3377.6,3508.55,0,1,6181.4
6181.4,6890.35,5669.9,6403.87,3333.11,2906.51,3280.83,3376.42,0,1,6077.35
6077.35,6181.4,6505.65,7267.03,3318.34,3333.11,3053.59,3020.4,0,1,6715.18
6715.18,6077.35,6406.28,7106.45,3199.88,3318.34,2812.08,2686.23,0,1,7022.35
7022.35,6715.18,6076.3,6751.1,2972.41,3199.88,2546.54,2546.7,0,1,7130.03
7130.03,7022.35,7635.23,7833.55,2659.88,2972.41,2852.8,2733.23,0,1,8060.82
8060.82,7130.03,8677.5,9106.98,2950.88,2659.88,3255.77,3186.55,0,1,8647.55
8647.55,8060.82,8725.5,9644.28,3051.3,2950.88,3177.27,3359.86,0,1,8308.35
8308.35,8647.55,8432.58,8381.18,3032.42,3051.3,3400.48,3085.58,0,1,7730.38
7730.38,8308.35,8250.51,7976.59,2952.37,3032.42,4044.35,3758.37,0,1,8127.98
8127.98,7730.38,8165.78,7640.27,3820.06,2952.37,4719.63,4237.12,0,1,7766.75
7766.75,8127.98,8179.43,7730.02,3995.94,3820.06,4511.16,4496.84,0,1,7806
7806,7766.75,8602.42,8232.59,3982.11,3995.94,5950.01,5430.01,0,1,8259.85
8259.85,7806,8083.9,8190.2,4191.75,3982.11,6238.12,5544.77,0,1,8062.64
8062.64,8259.85,7304.4,7405.43,4299.11,4191.75,6900.3,4868.73,0,1,7371.45
7371.45,8062.64,7632.08,7289.7,4373.76,4299.11,4210.41,4691.24,0,1,6601.26
6601.26,7371.45,6447.85,6390.34,4503.41,4373.76,3592.22,3947.8,0,1,6174.48
6174.48,6601.26,6259.78,6498.03,3997.23,4503.41,3435.9,3643.88,0,1,6556.3
6556.3,6174.48,5955.09,6120.31,3992.56,3997.23,3401.91,3520.69,0,1,6416.23
6416.23,6556.3,6229.28,6359.25,3634.17,3992.56,3480.94,3495.13,0,1,6570.88
6570.88,6416.23,6530.83,7689.05,3678.64,3634.17,3418.08,3661.29,0,1,7461.45
7461.45,6570.88,7779.38,9031.28,3744.39,3678.64,3291.97,3798.5,0,1,9177.74
9177.74,7461.45,8278.15,9059.86,3794.67,3744.39,3025,3299.71,0,1,9709.55
9709.55,9177.74,6890.35,7360.43,3651.66,3794.67,2906.51,3224.16,0,1,8341.55
8341.55,9709.55,6181.4,6217.03,3482.97,3651.66,3333.11,3377.6,0,1,7328.98
7328.98,8341.55,6077.35,5669.9,3495.58,3482.97,3318.34,3280.83,0,1,6224.89
6224.89,7328.98,6715.18,6505.65,3463.09,3495.58,3199.88,3053.59,0,1,6278.71
6278.71,6224.89,7022.35,6406.28,3311.87,3463.09,2972.41,2812.08,0,1,6215.05
6215.05,6278.71,7130.03,6076.3,3093.54,3311.87,2659.88,2546.54,0,1,6401.53
6401.53,6215.05,8060.82,7635.23,2632.58,3093.54,2950.88,2852.8,0,1,6702.8
6702.8,6401.53,8647.55,8677.5,2959.56,2632.58,3051.3,3255.77,0,1,7596.25
7596.25,6702.8,8308.35,8725.5,3344.4,2959.56,3032.42,3177.27,0,1,8278.3
8278.3,7596.25,7730.38,8432.58,3393.79,3344.4,2952.37,3400.48,0,1,9118.53
9118.53,8278.3,8127.98,8250.51,3728.68,3393.79,3820.06,4044.35,0,1,8520.25
8520.25,9118.53,7766.75,8165.78,4911.75,3728.68,3995.94,4719.63,0,1,8032.62
8032.62,8520.25,7806,8179.43,5375.26,4911.75,3982.11,4511.16,0,1,7835.6
7835.6,8032.62,8259.85,8602.42,4229.06,5375.26,4191.75,5950.01,0,1,7772.17
7772.17,7835.6,8062.64,8083.9,4598.2,4229.06,4299.11,6238.12,0,1,7803.83
7803.83,7772.17,7371.45,7304.4,5464.95,4598.2,4373.76,6900.3,0,1,7424.77
7424.77,7803.83,6601.26,7632.08,5438.1,5464.95,4503.41,4210.41,1,1,6730.5
6730.5,7424.77,6174.48,6447.85,3549.39,5438.1,3997.23,3592.22,1,1,6183.04
6183.04,6730.5,6556.3,6259.78,3479.79,3549.39,3992.56,3435.9,1,1,6050.23
6050.23,6183.04,6416.23,5955.09,3310.07,3479.79,3634.17,3401.91,1,1,5568.79
5568.79,6050.23,6570.88,6229.28,3203.72,3310.07,3678.64,3480.94,1,1,5789.35
5789.35,5568.79,7461.45,6530.83,3194.03,3203.72,3744.39,3418.08,1,1,7439.46
7439.46,5789.35,9177.74,7779.38,3253.7,3194.03,3794.67,3291.97,1,1,9047.88
9047.88,7439.46,9709.55,8278.15,3397.13,3253.7,3651.66,3025,1,1,9069.78
9069.78,9047.88,8341.55,6890.35,3297.85,3397.13,3482.97,2906.51,1,1,7551.28
7551.28,9069.78,7328.98,6181.4,2892.4,3297.85,3495.58,3333.11,1,1,6556.33
6556.33,7551.28,6224.89,6077.35,3032.26,2892.4,3463.09,3318.34,1,1,6378.34
6378.34,6556.33,6278.71,6715.18,2900.05,3032.26,3311.87,3199.88,1,1,6719.05
6719.05,6378.34,6215.05,7022.35,2861.78,2900.05,3093.54,2972.41,1,1,6337.1
6337.1,6719.05,6401.53,7130.03,2557.09,2861.78,2632.58,2659.88,1,1,6144.85
6144.85,6337.1,6702.8,8060.82,2324.51,2557.09,2959.56,2950.88,1,1,6729.62
6729.62,6144.85,7596.25,8647.55,2455.8,2324.51,3344.4,3051.3,1,1,7033.79
7033.79,6729.62,8278.3,8308.35,2566.99,2455.8,3393.79,3032.42,1,1,7185.6
7185.6,7033.79,9118.53,7730.38,2571.51,2566.99,3728.68,2952.37,1,1,7500.7
7500.7,7185.6,8520.25,8127.98,2682.82,2571.51,4911.75,3820.06,1,1,7602.53
7602.53,7500.7,8032.62,7766.75,3226.26,2682.82,5375.26,3995.94,1,1,7082.2
7082.2,7602.53,7835.6,7806,3398.85,3226.26,4229.06,3982.11,1,1,6913.08
6913.08,7082.2,7772.17,8259.85,3341.89,3398.85,4598.2,4191.75,1,1,6817.43
6817.43,6913.08,7803.83,8062.64,3501.02,3341.89,5464.95,4299.11,1,1,6472.19
6472.19,6817.43,7424.77,7371.45,3571.69,3501.02,5438.1,4373.76,1,1,6366.53
6366.53,6472.19,6730.5,6601.26,3708.47,3571.69,3549.39,4503.41,0,1,6293.85
6293.85,6366.53,6183.04,6174.48,4164.56,3708.47,3479.79,3997.23,0,1,6460.45
6460.45,6293.85,6050.23,6556.3,3646.94,4164.56,3310.07,3992.56,0,1,6753.35
6753.35,6460.45,5568.79,6416.23,3552.16,3646.94,3203.72,3634.17,0,1,6456.45
6456.45,6753.35,5789.35,6570.88,3497.26,3552.16,3194.03,3678.64,0,1,7259.5
7259.5,6456.45,7439.46,7461.45,3556.9,3497.26,3253.7,3744.39,0,1,8187.25
8187.25,7259.5,9047.88,9177.74,3584.54,3556.9,3397.13,3794.67,0,1,10168.4
10168.4,8187.25,9069.78,9709.55,3624.71,3584.54,3297.85,3651.66,0,1,10770.05
10770.05,10168.4,7551.28,8341.55,3599.82,3624.71,2892.4,3482.97,0,1,8562.68
8562.68,10770.05,6556.33,7328.98,3151.12,3599.82,3032.26,3495.58,0,1,7713.08
7713.08,8562.68,6378.34,6224.89,3333.32,3151.12,2900.05,3463.09,0,1,6643.91
6643.91,7713.08,6719.05,6278.71,3263.88,3333.32,2861.78,3311.87,0,1,7234.4
7234.4,6643.91,6337.1,6215.05,3233.65,3263.88,2557.09,3093.54,0,1,7481.02
7481.02,7234.4,6144.85,6401.53,2947.17,3233.65,2324.51,2632.58,0,1,7480.78
7480.78,7481.02,6729.62,6702.8,2702.07,2947.17,2455.8,2959.56,0,1,8399.43
8399.43,7480.78,7033.79,7596.25,3021.72,2702.07,2566.99,3344.4,0,1,9523.55
9523.55,8399.43,7185.6,8278.3,3360.62,3021.72,2571.51,3393.79,0,1,10132.11
10132.11,9523.55,7500.7,9118.53,3434.94,3360.62,2682.82,3728.68,0,1,9608.38
9608.38,10132.11,7602.53,8520.25,3432.36,3434.94,3226.26,4911.75,0,1,8534.73
8534.73,9608.38,7082.2,8032.62,4039.31,3432.36,3398.85,5375.26,0,1,7769.53
7769.53,8534.73,6913.08,7835.6,4495.23,4039.31,3341.89,4229.06,0,1,7887.75
7887.75,7769.53,6817.43,7772.17,4250.9,4495.23,3501.02,4598.2,0,1,7957.03
7957.03,7887.75,6472.19,7803.83,4997.93,4250.9,3571.69,5464.95,0,1,7349.55
7349.55,7957.03,6366.53,7424.77,5238.98,4997.93,3708.47,5438.1,0,1,6624.15
6624.15,7349.55,6293.85,6730.5,5372.5,5238.98,4164.56,3549.39,0,1,6582
6582,6624.15,6460.45,6183.04,4654.56,5372.5,3646.94,3479.79,0,1,6321.45
6321.45,6582,6753.35,6050.23,3666.4,4654.56,3552.16,3310.07,0,1,6761.38
6761.38,6321.45,6456.45,5568.79,3941.58,3666.4,3497.26,3203.72,0,1,6390.25
6390.25,6761.38,7259.5,5789.35,3599.73,3941.58,3556.9,3194.03,0,1,7328.73
7328.73,6390.25,8187.25,7439.46,3720.02,3599.73,3584.54,3253.7,0,1,8622.83
8622.83,7328.73,10168.4,9047.88,4000,3720.02,3624.71,3397.13,0,1,10342
10342,8622.83,10770.05,9069.78,3965.12,4000,3599.82,3297.85,0,1,10550.59
10550.59,10342,8562.68,7551.28,3942.25,3965.12,3151.12,2892.4,0,1,8560.2
8560.2,10550.59,7713.08,6556.33,3340.69,3942.25,3333.32,3032.26,0,1,7115.63
7115.63,8560.2,6643.91,6378.34,3401.95,3340.69,3263.88,2900.05,0,1,6146.93
6146.93,7115.63,7234.4,6719.05,3349.8,3401.95,3233.65,2861.78,0,1,6980.58
6980.58,6146.93,7481.02,6337.1,3314.53,3349.8,2947.17,2557.09,0,1,6995.43
6995.43,6980.58,7480.78,6144.85,3208.52,3314.53,2702.07,2324.51,0,1,7345
7345,6995.43,8399.43,6729.62,2783.28,3208.52,3021.72,2455.8,0,1,8426.55
8426.55,7345,9523.55,7033.79,3067.74,2783.28,3360.62,2566.99,0,1,9445.9
9445.9,8426.55,10132.11,7185.6,3491.89,3067.74,3434.94,2571.51,0,1,10195.25
10195.25,9445.9,9608.38,7500.7,3749.22,3491.89,3432.36,2682.82,0,1,9424.35
9424.35,10195.25,8534.73,7602.53,3807.9,3749.22,4039.31,3226.26,0,1,8369.05
8369.05,9424.35,7769.53,7082.2,4635.87,3807.9,4495.23,3398.85,0,1,7785.98
7785.98,8369.05,7887.75,6913.08,5951.15,4635.87,4250.9,3341.89,0,1,7465.6
7465.6,7785.98,7957.03,6817.43,5110.93,5951.15,4997.93,3501.02,0,1,7723.83
7723.83,7465.6,7349.55,6472.19,5111.69,5110.93,5238.98,3571.69,0,1,7522.75
7522.75,7723.83,6624.15,6366.53,5618.78,5111.69,5372.5,3708.47,0,1,6706.5
6706.5,7522.75,6582,6293.85,5416.81,5618.78,4654.56,4164.56,0,1,7013.7
7013.7,6706.5,6321.45,6460.45,5474.88,5416.81,3666.4,3646.94,0,1,6189.53
6189.53,7013.7,6761.38,6753.35,4069.75,5474.88,3941.58,3552.16,0,1,6055.85
6055.85,6189.53,6390.25,6456.45,3287.59,4069.75,3599.73,3497.26,0,1,5854.65
5854.65,6055.85,7328.73,7259.5,3101.71,3287.59,3720.02,3556.9,0,1,6396.93
6396.93,5854.65,8622.83,8187.25,3310.05,3101.71,4000,3584.54,0,1,7499.93
7499.93,6396.93,10342,10168.4,3214.27,3310.05,3965.12,3624.71,0,1,9928.2
9928.2,7499.93,10550.59,10770.05,3637.88,3214.27,3942.25,3599.82,0,1,9789.15
9789.15,9928.2,8560.2,8562.68,3356.16,3637.88,3340.69,3151.12,0,1,7846.15
7846.15,9789.15,7115.63,7713.08,2626.47,3356.16,3401.95,3333.32,0,1,7344.58
7344.58,7846.15,6146.93,6643.91,3128.95,2626.47,3349.8,3263.88,0,1,6928.58
6928.58,7344.58,6980.58,7234.4,3057.26,3128.95,3314.53,3233.65,0,1,7797.02
7797.02,6928.58,6995.43,7481.02,2894.21,3057.26,3208.52,2947.17,0,1,7890.5
7890.5,7797.02,7345,7480.78,2702.01,2894.21,2783.28,2702.07,0,1,7968.98
7968.98,7890.5,8426.55,8399.43,2723.01,2702.01,3067.74,3021.72,0,1,8878.75
8878.75,7968.98,9445.9,9523.55,3120.44,2723.01,3491.89,3360.62,0,1,9457.33
9457.33,8878.75,10195.25,10132.11,3357.25,3120.44,3749.22,3434.94,0,1,9395.78
9395.78,9457.33,9424.35,9608.38,3334.33,3357.25,3807.9,3432.36,0,1,8405.22
8405.22,9395.78,8369.05,8534.73,3168.55,3334.33,4635.87,4039.31,0,1,8018.23
8018.23,8405.22,7785.98,7769.53,4002.28,3168.55,5951.15,4495.23,0,1,7504.78
7504.78,8018.23,7465.6,7887.75,4402.62,4002.28,5110.93,4250.9,0,1,7439.97
7439.97,7504.78,7723.83,7957.03,4372.99,4402.62,5111.69,4997.93,0,1,7926.4
7926.4,7439.97,7522.75,7349.55,4799.83,4372.99,5618.78,5238.98,0,1,7855.6
7855.6,7926.4,6706.5,6624.15,6001.82,4799.83,5416.81,5372.5,0,1,7524.73
7524.73,7855.6,7013.7,6582,5400.35,6001.82,5474.88,4654.56,0,1,6966.88
6966.88,7524.73,6189.53,6321.45,4061.11,5400.35,4069.75,3666.4,0,1,6610.25
6610.25,6966.88,6055.85,6761.38,3644.88,4061.11,3287.59,3941.58,0,1,6540.23
6540.23,6610.25,5854.65,6390.25,3625.64,3644.88,3101.71,3599.73,0,1,6379.23
6379.23,6540.23,6396.93,7328.73,3434.95,3625.64,3310.05,3720.02,0,1,6595.23
6595.23,6379.23,7499.93,8622.83,3390.78,3434.95,3214.27,4000,0,1,7900.7
7900.7,6595.23,9928.2,10342,3393.55,3390.78,3637.88,3965.12,0,1,9876.84
9876.84,7900.7,9789.15,10550.59,3457.48,3393.55,3356.16,3942.25,0,1,9719.67
9719.67,9876.84,7846.15,8560.2,3297.6,3457.48,2626.47,3340.69,0,1,8179.28
8179.28,9719.67,7344.58,7115.63,2865.91,3297.6,3128.95,3401.95,0,1,7306.3
7306.3,8179.28,6928.58,6146.93,3325.78,2865.91,3057.26,3349.8,0,1,6523.25
6523.25,7306.3,7797.02,6980.58,3274.33,3325.78,2894.21,3314.53,0,1,6690.13
6690.13,6523.25,7890.5,6995.43,3041,3274.33,2702.01,3208.52,0,1,7024.88
7024.88,6690.13,7968.98,7345,2853.13,3041,2723.01,2783.28,0,1,7030.83
7030.83,7024.88,8878.75,8426.55,2563.17,2853.13,3120.44,3067.74,0,1,8826
8826,7030.83,9457.33,9445.9,2736.19,2563.17,3357.25,3491.89,0,1,9657.87
9657.87,8826,9395.78,10195.25,3225.72,2736.19,3334.33,3749.22,0,1,9514.08
9514.08,9657.87,8405.22,9424.35,3331.76,3225.72,3168.55,3807.9,0,1,7907.85
7907.85,9514.08,8018.23,8369.05,2999.6,3331.76,4002.28,4635.87,0,1,8238.78
8238.78,7907.85,7504.78,7785.98,3749.35,2999.6,4402.62,5951.15,0,1,7927.35
7927.35,8238.78,7439.97,7465.6,4039.23,3749.35,4372.99,5110.93,0,1,7681.13
7681.13,7927.35,7926.4,7723.83,3639.01,4039.23,4799.83,5111.69,0,1,8465.75
8465.75,7681.13,7855.6,7522.75,4398.02,3639.01,6001.82,5618.78,0,1,8321.23
8321.23,8465.75,7524.73,6706.5,4999.58,4398.02,5400.35,5416.81,0,1,7795.35
7795.35,8321.23,6966.88,7013.7,5471.91,4999.58,4061.11,5474.88,0,1,6599.7
6599.7,7795.35,6610.25,6189.53,3810.72,5471.91,3644.88,4069.75,0,1,6005.3
6005.3,6599.7,6540.23,6055.85,3575.07,3810.72,3625.64,3287.59,0,1,5948
5948,6005.3,6379.23,5854.65,3512.36,3575.07,3434.95,3101.71,0,1,5831.9
5831.9,5948,6595.23,6396.93,3047.57,3512.36,3390.78,3310.05,0,1,6658.3
6658.3,5831.9,7900.7,7499.93,3183.17,3047.57,3393.55,3214.27,0,1,7603.78
7603.78,6658.3,9876.84,9928.2,3220.47,3183.17,3457.48,3637.88,0,1,8651.13
8651.13,7603.78,9719.67,9789.15,3073.95,3220.47,3297.6,3356.16,0,1,8456.83
8456.83,8651.13,8179.28,7846.15,2882.5,3073.95,2865.91,2626.47,0,1,7488.05
7488.05,8456.83,7306.3,7344.58,2906.02,2882.5,3325.78,3128.95,0,1,6816.69
6816.69,7488.05,6523.25,6928.58,3305.7,2906.02,3274.33,3057.26,0,1,5873.38
5873.38,6816.69,6690.13,7797.02,3203.89,3305.7,3041,2894.21,0,1,6128.78
6128.78,5873.38,7024.88,7890.5,2976.64,3203.89,2853.13,2702.01,0,1,5954.26
5954.26,6128.78,7030.83,7968.98,2638.67,2976.64,2563.17,2723.01,0,1,6016.1
6016.1,5954.26,8826,8878.75,2421.88,2638.67,2736.19,3120.44,0,1,7531.88
7531.88,6016.1,9657.87,9457.33,2628.92,2421.88,3225.72,3357.25,0,1,9029.46
9029.46,7531.88,9514.08,9395.78,2938.66,2628.92,3331.76,3334.33,0,1,9347.56
9347.56,9029.46,7907.85,8405.22,3026.97,2938.66,2999.6,3168.55,0,1,8184.81
8184.81,9347.56,8238.78,8018.23,2943.9,3026.97,3749.35,4002.28,0,1,8244.5
8244.5,8184.81,7927.35,7504.78,3363.64,2943.9,4039.23,4402.62,0,1,7845.65
7845.65,8244.5,7681.13,7439.97,3740.22,3363.64,3639.01,4372.99,0,1,7455.83
7455.83,7845.65,8465.75,7926.4,3566.22,3740.22,4398.02,4799.83,0,1,8432.93
8432.93,7455.83,8321.23,7855.6,3787.72,3566.22,4999.58,6001.82,0,1,8044.27
